code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,interest_bearing_debt,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow,value_lt_15
sz.002399,海普瑞,2010-05-06,C27医药制造业,https://www.hepalink.com,"1,247,201,704","16,286,989,312",11.1,38.275864,1.316726,3.23%,0.29,8.43,"1,689,041,495.34","1,838,944,224.03","3,084,140,544",33%,"624,918,035.55","1,013,647,920.02","212,035,640.41","2,194,132,237.51","-415,048,186.33","-2,139,730,075.19",0
sz.002400,省广集团,2010-05-06,L72商务服务业,https://www.gimc.cn,"1,743,337,128","15,062,432,768",8.64,144.00002,3.0146549,1.97%,0.06,2.866,"1,658,109,246.39","1,180,012,017.82","2,792,361,216",7%,"82,354,377.36","1,200,361,935.0","324,964,138.92","-296,873,570.0","21,352,767.21","73,087,219.9",0
sz.002401,中远海科,2010-05-06,I65软件和信息技术服务业,https://www.tech.coscoshipping.com,"371,668,440","5,667,943,936",15.25,,3.4682739,0.06%,-0.0,4.397,"1,695,404,534.52",,"47,472,872",17%,"129,225,237.64","216,689,735.61","101,205,612.21","11,241,950.69","-2,085,704.46","-64,745,638.35",0
sz.002403,爱仕达,2010-05-11,C33金属制品业,https://www.chinaasd.com,"340,638,579","3,617,581,824",10.62,,2.258133,-3.32%,-0.14,4.703,"368,260,819.06","1,253,525,824.13","1,697,160,064",30%,"10,287,521.99","829,477,095.39","158,269,388.3","177,928,220.29","-82,989,885.15","27,839,043.69",0
sz.002404,嘉欣丝绸,2010-05-11,C18纺织服装、服饰业,https://www.chinesesilk.cn,"560,051,541","3,797,149,440",6.78,23.379313,1.9206799,8.37%,0.29,3.53,"776,209,650.96","673,105,875.2","925,497,152",13%,"175,167,803.49","378,093,416.16","66,583,242.98","494,133,728.95","65,836,228.77","-541,383,659.75",0
sz.002406,远东传动,2010-05-18,C36汽车制造业,https://www.yodonchina.com,"730,225,082","5,140,784,640",7.04,41.411762,1.2813979,3.24%,0.17,5.494,"772,831,729.64","41,492,295.31","2,400,985",23%,"118,019,116.56","168,972,626.84","66,949,399.9","108,316,168.82","50,099,465.15","-31,516,336.75",0
sz.002408,齐翔腾达,2010-05-18,C26化学原料和化学制品制造业,https://www.qxtdgf.com,"2,842,851,691","17,341,394,944",6.1,,1.4936336,-2.50%,-0.11,4.084,"2,901,166,541.78","6,842,167,372.06","10,629,549,056",6%,"44,870,973.56","1,122,248,788.97","675,473,961.32","1,352,108,714.24","-703,058,494.14","-141,258,307.6",0
sz.002410,广联达,2010-05-25,I65软件和信息技术服务业,https://www.glodon.com,"1,651,944,342","18,551,334,912",11.23,44.92,3.0674677,7.19%,0.25,3.661,"3,905,302,411.51","8,446,643.47","80,001,840",84%,"270,609,659.95","4,826,229,516.33","1,768,805,121.64","1,193,718,777.07","-352,839,102.84","-625,028,574.12",0
sz.002412,汉森制药,2010-05-25,C27医药制造业,https://www.hansenzy.com,"503,200,000","3,290,927,872",6.54,19.235294,1.4555975,7.89%,0.34,4.493,"128,022,889.88","84,509,144.27","55,051,512",76%,"220,244,409.11","519,464,752.52","39,322,290.36","130,783,795.99","-42,190,202.2","-13,172,160.23",1
sz.002413,雷科防务,2010-05-28,C39计算机、通信和其他电子设备制造业,https://www.racodf.com,"1,319,340,725","16,808,399,872",12.74,,5.0078616,-9.82%,-0.27,2.544,"599,785,715.47","187,616,356.02","237,358,512",34%,"-394,941,890.17","449,426,403.41","203,356,082.26","253,640,063.63","-70,111,195.78","-185,103,191.91",
sz.002416,爱施德,2010-05-28,F51批发业,https://www.aisidi.com,"1,239,281,806","15,850,414,080",12.79,39.96875,2.7218559,7.57%,0.32,4.699,"3,203,151,062.74","2,521,664,260.69","2,469,035,776",4%,"650,618,144.0","1,820,032,943.52","36,728,709.63","1,557,913,012.35","43,059,477.14","-1,723,276,835.42",0
sz.002418,康盛股份,2010-06-01,C34通用设备制造业,https://www.kasun.cn,"1,136,400,000","5,306,988,032",4.67,,3.6829653,-4.21%,-0.07,1.268,"186,014,608.69","548,323,768.2","757,915,968",10%,"-91,961,816.79","187,888,912.7","27,895,952.54","43,568,813.77","-22,120,767.16","80,851,537.92",
sz.002419,天虹股份,2010-06-01,F52零售业,https://www.rainbow.cn,"1,168,847,750","6,627,366,912",5.67,81.0,1.5994358,2.04%,0.07,3.545,"1,676,116,296.89","550,571,123.08","10,847,533,056",37%,"83,637,272.44","4,264,083,772.65","83,778,869.59","1,635,303,196.1","-698,317,509.98","-1,657,760,282.56",0
sz.002420,毅昌科技,2010-06-01,C29橡胶和塑料制品业,https://www.echom.com,"411,290,000","2,990,078,208",7.27,45.4375,4.7891965,11.78%,0.16,1.518,"72,340,377.86","371,122,782.74","530,935,328",11%,"91,487,782.83","233,694,204.08","111,078,965.98","-39,812,266.82","-23,600,657.52","-89,736,079.41",0
sz.002421,达实智能,2010-06-03,I65软件和信息技术服务业,https://www.chn-das.com,"2,120,581,639","5,598,335,488",2.64,,1.8843683,-13.71%,-0.21,1.401,"1,598,641,986.31","207,885,029.71","2,461,788,928",27%,"21,285,071.31","660,651,420.18","77,737,820.88","46,972,152.13","-108,704,135.81","163,356,098.16",0
sz.002424,ST百灵,2010-06-03,C27医药制造业,https://www.gzbl.com,"1,397,598,400","6,750,400,512",4.83,inf,2.0200753,0.24%,0.0,2.391,"395,631,213.54","1,432,241,882.4","1,189,295,872",58%,"36,765,841.4","2,098,872,073.74","23,096,981.55","9,020,627.43","80,518,611.01","-169,035,969.84",0
sz.002425,凯撒文化,2010-06-08,I64互联网和相关服务,https://www.kaiser.com.cn,"956,665,066","3,300,494,592",3.45,,1.1412504,-17.44%,-0.57,3.023,"175,247,662.74","91,524,551.29","59,738,252",-1%,"-542,946,476.24","192,514,006.44","69,834,565.21","-7,528,465.72","52,616,677.97","-59,778,438.27",
sz.002426,胜利精密,2010-06-08,C39计算机、通信和其他电子设备制造业,https://www.vicsz.com,"3,402,625,916","12,589,715,456",3.7,,5.218618,-27.51%,-0.23,0.709,"265,165,581.51","1,709,915,994.79","1,821,838,464",10%,"-739,341,445.21","500,932,628.42","210,683,559.86","67,540,508.14","-18,263,308.65","-191,552,994.82",
sz.002427,尤夫股份,2010-06-08,C28化学纤维制造业,https://www.unifull.com,"985,432,777","6,227,935,232",6.32,210.66667,6.569647,2.94%,0.03,0.962,"351,916,669.43","383,385,170.52","803,515,264",7%,"-26,844,604.05","169,824,851.05","92,149,832.9","105,128,038.99","-109,919,027.99","5,717,089.08",
sz.002431,棕榈股份,2010-06-10,E48土木工程建筑业,https://www.palm-la.com,"1,802,404,765","5,010,684,928",2.78,,4.094256,-72.79%,-0.84,0.679,"543,282,263.13","1,255,918,481.81","6,773,699,584",2%,"-1,584,502,468.44","264,904,544.09","141,804,256.13","571,555,425.66","-115,632,252.08","-206,595,349.05",
sz.002434,万里扬,2010-06-18,C36汽车制造业,https://www.zjwly.com,"1,312,600,000","10,435,170,304",7.95,33.125,1.7541924,6.05%,0.24,4.532,"731,791,864.25","1,387,525,741.57","1,356,820,096",15%,"256,784,458.41","530,290,552.48","304,710,875.48","463,812,952.76","-487,518,971.77","-18,704,393.29",0
sz.002437,誉衡药业,2010-06-23,C27医药制造业,https://www.gloria.cc,"2,229,868,126","7,492,356,608",3.36,25.846153,3.4963577,14.60%,0.13,0.961,"481,962,600.35",,"72,393,664",53%,"242,540,034.93","1,012,253,051.74","90,792,091.72","410,935,803.11","-58,863,952.34","-583,242,698.33",0
sz.002438,江苏神通,2010-06-23,C34通用设备制造业,https://www.stfm.cn,"507,537,461","8,633,212,928",17.01,28.830511,2.3520465,8.38%,0.59,7.232,"530,491,142.27","732,237,842.49","913,608,704",34%,"294,182,405.16","329,333,586.29","100,962,246.99","397,801,144.44","-353,822,617.09","-178,180,155.06",0
sz.002439,启明星辰,2010-06-23,I65软件和信息技术服务业,https://www.venustech.com.cn,"1,211,400,205","15,808,773,120",13.05,,1.4123377,-2.04%,-0.2,9.24,"1,964,231,160.39",,"27,412,004",59%,"-227,392,431.57","1,950,552,256.88","852,032,301.29","-314,773,657.89","-2,251,393,988.06","-420,321,676.65",
sz.002440,闰土股份,2010-07-06,C26化学原料和化学制品制造业,https://www.runtuchem.com,"1,123,999,905","12,723,678,208",11.32,43.538464,1.2785181,3.02%,0.26,8.854,"1,183,588,099.33","1,350,000.0","325,000,000",17%,"227,082,406.62","585,918,135.09","243,462,160.74","548,457,015.78","-367,471,710.98","-776,581,551.68",0
sz.002441,众业达,2010-07-06,F51批发业,https://www.zyd.cn,"544,543,609","5,472,663,552",10.05,26.447369,1.1952902,4.65%,0.38,8.408,"1,604,363,048.03","18,000,000.0","30,086,444",8%,"174,784,966.5","724,450,470.24","38,748,369.23","706,956,501.93","-550,499,567.24","-168,466,249.37",0
sz.002442,龙星科技,2010-07-06,C26化学原料和化学制品制造业,https://www.hb-lx.com.cn,"503,289,558","2,994,572,800",5.95,42.5,1.6225797,4.87%,0.14,3.667,"311,161,722.38","314,000,000.0","2,066,605,312",11%,"142,086,447.54","243,601,582.98","38,608,454.64","-58,238,575.12","-385,814,360.89","421,238,700.12",0
sz.002443,金洲管道,2010-07-06,C33金属制品业,https://www.chinakingland.com,"520,535,520","4,492,221,440",8.63,29.758621,1.2754952,5.40%,0.29,6.766,"450,560,699.56","94,010,181.05","324,327,744",11%,"231,814,196.87","265,002,859.47","151,579,019.8","583,543,561.06","-796,704,152.38","-217,280,886.81",0
sz.002445,中南文化,2010-07-13,C33金属制品业,https://www.znhi.com.cn,"2,376,607,531","10,552,137,728",4.44,111.00001,4.658972,4.97%,0.04,0.953,"115,594,025.24",,"108,741,984",22%,"63,091,852.11","129,040,724.82","27,376,567.44","103,652,300.09","-125,746,578.46","57,811,672.29",0
sz.002446,盛路通信,2010-07-13,C39计算机、通信和其他电子设备制造业,https://www.shenglu.com,"915,415,724","8,879,532,032",9.7,,3.4867,-25.11%,-0.8,2.782,"790,343,676.94","119,539,344.09","446,633,632",33%,"-749,668,272.1","280,250,157.66","122,672,140.23","172,703,618.05","-208,030,915.03","-49,940,708.38",
sz.002448,中原内配,2010-07-16,C36汽车制造业,https://www.hnzynp.com,"588,409,646","8,461,330,944",14.38,28.76,2.2695708,8.54%,0.5,6.336,"383,799,844.68","467,898,370.92","952,276,672",26%,"234,537,774.64","439,907,090.38","159,845,357.0","115,623,500.78","-66,583,692.03","57,233,578.93",0
sz.002449,国星光电,2010-07-16,C39计算机、通信和其他电子设备制造业,https://www.nationstar.com,"618,477,169","4,873,600,512",7.88,262.6667,1.2717882,0.41%,0.03,6.196,"1,363,669,196.86","156,278,818.32","352,168,352",11%,"54,375,532.37","356,301,725.81","190,851,588.97","240,108,277.59","-84,292,723.17","-169,672,965.86",0
sz.002451,摩恩电气,2010-07-20,C38电气机械和器材制造业,https://www.mornelectric.com,"440,670,000","4,283,312,640",9.72,324.00003,5.5258675,3.14%,0.03,1.759,"129,420,970.27","404,280,923.65","902,830,848",9%,"21,412,804.45","73,092,351.0","42,341,916.67","-16,459,486.84","-55,195,353.83","85,657,218.93",0
sz.002452,长高电新,2010-07-20,C38电气机械和器材制造业,https://www.changgaogroup.com,"620,332,085","7,059,379,200",11.38,25.863636,2.7159905,11.12%,0.44,4.19,"956,767,695.33","15,000,000.0","74,161,448",39%,"252,130,524.67","352,965,110.33","94,003,679.31","340,969,417.21","-57,462,276.14","-107,185,902.58",0
sz.002453,华软科技,2010-07-20,C26化学原料和化学制品制造业,https://www.gcstgroup.com,"812,367,126","4,443,648,000",5.47,,4.8492904,-29.35%,-0.39,1.128,"292,725,257.12","271,951,458.9","229,757,824",10%,"-293,687,700.06","145,325,462.43","23,253,140.65","-34,308,918.34","18,029,110.81","32,456,799.99",
sz.002454,松芝股份,2010-07-20,C36汽车制造业,https://www.shsongz.com.cn,"628,581,600","5,254,942,208",8.36,25.333332,1.287937,5.47%,0.33,6.491,"1,559,457,742.66","16,002,400.0","18,015,944",15%,"160,446,174.34","597,774,597.33","281,224,424.11","499,966,697.2","160,412,640.71","-55,279,510.44",0
sz.002455,百川股份,2010-08-03,C26化学原料和化学制品制造业,https://www.bcchem.com,"594,258,421","8,563,264,000",14.41,720.5,4.371966,-7.47%,0.02,3.296,"774,490,779.36","3,313,258,239.82","6,562,950,656",10%,"-87,612,620.53","263,854,889.56","138,905,961.44","955,839,914.31","-972,977,521.42","150,228,904.19",
sz.002457,青龙管业,2010-08-03,C30非金属矿物制品业,https://www.qlgd.com.cn,"333,486,800","3,665,019,648",10.99,17.725805,1.464162,8.01%,0.62,7.506,"557,744,768.48","595,076,856.9","880,474,304",33%,"288,306,047.31","561,974,337.56","66,527,090.82","126,549,424.01","-183,539,732.01","1,440,566.15",1
sz.002458,益生股份,2010-08-10,A03畜牧业,https://www.yishenggufen.com,"1,106,412,915","10,367,088,640",9.37,62.466663,2.4143262,5.23%,0.15,3.881,"1,626,992,631.65","1,827,757,331.32","2,364,527,360",29%,"502,036,001.19","325,312,129.99","126,311,980.66","753,364,847.56","-591,460,336.9","208,599,414.33",0
sz.002462,嘉事堂,2010-08-18,F51批发业,https://www.cachet.com.cn,"291,707,120","4,171,412,224",14.3,37.63158,0.9585735,1.71%,0.38,14.918,"2,558,869,672.66","1,700,597,428.26","1,930,187,520",6%,"101,710,503.78","532,465,819.98",,"1,392,196,485.5","-5,737,961.66","-1,053,088,256.27",0
sz.002467,二六三,2010-09-08,I64互联网和相关服务,https://www.net263.com,"1,375,371,873","10,067,722,240",7.32,122.00001,5.1549296,4.43%,0.06,1.42,"582,760,445.93",,"33,426,840",45%,"78,043,007.44","307,634,378.18","76,319,097.15","160,776,822.97","114,222,865.25","-61,330,533.09",0
sz.002469,三维化学,2010-09-08,C26化学原料和化学制品制造业,https://www.sdsunway.com.cn,"648,862,630","5,826,786,304",8.98,21.902437,2.2211227,9.53%,0.41,4.043,"474,136,187.64","150,000,000.0","84,033,792",22%,"263,582,377.08","254,839,877.12","111,803,473.38","284,565,843.93","-640,195,114.75","-310,202,728.2",0
sz.002470,金正大,2010-09-08,C26化学原料和化学制品制造业,https://www.kingenta.com,"3,286,027,742","10,153,825,280",3.09,,4.944,-6.83%,-0.05,0.625,"888,793,658.47","1,326,554,552.37","4,784,883,712",12%,"60,127,955.39","1,024,679,957.91","215,043,539.66","534,724,359.03","-354,608,139.77","-260,261,715.06",0
sz.002471,中超控股,2010-09-10,C38电气机械和器材制造业,https://www.zcdlgf.com,"1,368,760,000","12,168,276,992",8.89,,6.9725494,-2.49%,-0.03,1.275,"973,198,690.37","1,895,175,451.58","2,004,648,320",10%,"-23,846,088.25","530,103,781.28","198,390,722.71","53,024,712.02","-114,782,332.81","37,618,009.23",
sz.002474,榕基软件,2010-09-15,I65软件和信息技术服务业,https://www.rongji.com,"622,200,000","4,790,939,648",7.7,,3.506375,-7.21%,-0.16,2.196,"234,830,563.57","593,512,572.52","614,750,016",27%,"-88,737,122.98","202,792,187.96","83,551,720.43","34,531,479.64","32,954,568.45","-53,655,434.3",
sz.002476,宝莫股份,2010-09-15,C26化学原料和化学制品制造业,https://www.slcapam.com,"612,000,000","3,555,719,936",5.81,48.416668,3.7029955,7.65%,0.12,1.569,"437,240,405.14","39,400,000.0","39,450,000",18%,"56,393,834.63","79,170,683.33","20,390,576.65","30,539,129.04","130,889,934.76","8,836,995.71",0
sz.002478,常宝股份,2010-09-21,C33金属制品业,https://www.cbsteeltube.com,"900,804,228","9,683,645,440",10.75,15.808824,1.5902367,11.03%,0.68,6.76,"2,634,737,043.24","161,457,150.65","770,225,472",17%,"665,828,708.59","384,134,392.03","211,347,374.92","857,321,607.86","-217,864,663.21","-310,178,932.17",1
sz.002479,富春环保,2010-09-21,D44电力、热力生产和供应业,https://www.zhefuet.com,"865,000,000","5,060,250,112",5.85,22.5,1.2007388,7.63%,0.26,4.872,"717,129,195.12","1,384,118,634.68","2,513,387,520",16%,"341,860,781.61","386,238,607.15","178,564,375.8","496,534,939.59","-286,598,290.69","-469,803,917.23",0
sz.002480,新筑股份,2010-09-21,C34通用设备制造业,https://www.xinzhu.com,"769,168,670","4,807,304,192",6.25,,4.984051,-5.73%,-0.26,1.254,"1,229,806,093.77","716,284,973.07","8,618,715,136",26%,"-340,633,774.48","385,902,088.02","94,573,289.49","98,346,475.82","-1,140,119,704.74","403,626,709.17",
sz.002481,双塔食品,2010-09-21,C14食品制造业,https://www.shuangtafood.com,"1,233,696,500","5,662,667,264",4.59,76.50001,2.2488978,2.59%,0.06,2.041,"1,128,491,249.3","1,292,008,830.56","1,664,151,936",15%,"92,701,514.1","223,079,051.66","65,669,850.62","324,939,966.19","-256,595,115.27","248,477,450.08",0
sz.002482,广田集团,2010-09-29,E50建筑装饰、装修和其他建筑业,https://www.szgt.com,"3,750,962,363","6,376,636,416",1.7,,13.28125,-21.88%,-0.03,0.128,"496,980,994.97",,"1,246,772,736",6%,"-200,632,177.37","207,283,736.12","23,743,755.6","-105,117,964.32","-52,574,769.19","489,451,466.54",
sz.002483,润邦股份,2010-09-29,C34通用设备制造业,https://www.rainbowco.com.cn,"886,468,413","6,223,008,256",7.02,13.5,1.418755,13.39%,0.52,4.948,"3,648,726,106.26","704,803,018.28","1,475,137,536",24%,"731,047,581.67","821,600,750.96","209,943,937.69","800,528,393.44","-241,467,869.85","-217,097,747.67",1
sz.002485,ST雪发,2010-10-15,L72商务服务业,https://www.sinoer.com,"544,000,000","2,714,560,000",4.99,,2.3048499,-12.80%,-0.3,2.165,"229,877,981.85","28,000,000.0","81,047,008",-5%,"-151,814,396.11","59,812,593.09",,"-29,435,666.47","22,623,078.61","61,911,085.28",
sz.002486,嘉麟杰,2010-10-15,C18纺织服装、服饰业,https://www.challenge-21c.com,"824,283,100","2,406,906,624",2.92,41.714287,2.2205322,5.47%,0.07,1.315,"280,706,354.51","5,104,675.0","39,071,596",21%,"19,952,292.96","207,366,324.86","50,167,729.02","56,016,805.5","-48,969,662.12","-36,794,605.58",0
sz.002488,金固股份,2010-10-21,C36汽车制造业,https://www.jgwheel.com,"995,439,065","11,477,411,840",11.53,384.33334,3.7241602,1.56%,0.03,3.096,"1,706,856,291.52","1,288,741,202.15","2,926,562,816",12%,"23,052,756.95","268,448,138.01","86,754,931.84","138,025,132.59","-448,084,724.53","1,334,034,349.5",0
sz.002489,浙江永强,2010-10-21,C21家具制造业,https://www.yotrio.com,"2,169,016,313","7,352,965,632",3.39,11.3,1.5679927,15.11%,0.3,2.162,"770,279,154.12","1,027,086,875.0","902,854,784",21%,"472,339,030.94","910,775,356.82","145,949,938.67","242,864,946.53","-300,929,996.15","-168,656,552.42",0
sz.002490,山东墨龙,2010-10-21,C35专用设备制造业,https://www.molonggroup.com,"541,722,000","8,058,269,184",10.1,,16.185898,-21.07%,-0.25,0.624,"86,788,890.12","1,455,815,123.82","1,405,659,264",-2%,"-44,636,618.16","85,843,968.93","29,309,446.94",,"243,899,853.58","-296,960,815.9",
sz.002491,通鼎互联,2010-10-21,C38电气机械和器材制造业,https://www.tdgd.com.cn,"1,229,994,500","13,763,638,272",11.19,inf,5.5478435,1.02%,0.0,2.017,"860,912,946.47","1,539,763,522.2","2,053,503,744",20%,"75,979,064.22","387,427,616.39","131,458,571.07","116,257,494.02","8,372,673.45","-289,320,508.53",0
sz.002492,恒基达鑫,2010-11-02,G59装卸搬运和仓储业,https://www.winbase-tank.com,"405,000,000","3,005,100,032",7.42,49.466663,1.730814,3.62%,0.15,4.287,"219,210,348.63","80,194,603.89","355,227,968",45%,"63,817,905.88","66,099,362.21","15,863,105.6","309,326,817.1","-245,337,255.97","-55,776,595.51",0
sz.002494,华斯股份,2010-11-02,C19皮革、毛皮、羽毛及其制品和制鞋业,https://www.huasikonggu.com,"377,310,718","1,999,746,944",5.3,132.50002,1.6124126,1.26%,0.04,3.287,"170,303,928.89","180,145,000.0","98,025,896",28%,"22,218,662.31","124,060,145.45","11,091,141.44","39,656,671.13","-41,408,529.25","12,637,009.44",0
sz.002495,佳隆股份,2010-11-02,C14食品制造业,https://www.gdjlfood.com,"935,625,600","2,479,407,872",2.65,132.50002,2.1955261,1.65%,0.02,1.207,"323,144,088.0",,"47,187,720",35%,"22,046,206.52","63,094,519.65","11,444,293.66","44,454,256.54","-18,158,537.07","-24,682,375.47",0
sz.002496,*ST辉丰,2010-11-09,C26化学原料和化学制品制造业,https://www.hfagro.com,"1,507,589,677","2,909,647,872",1.93,,2.1956768,-11.93%,-0.1,0.879,"28,510,902.36","267,605,828.87","309,936,288",10%,"-155,468,887.53","112,084,757.36","1,526,224.42","-41,466,656.39","61,877,963.96","-46,717,235.65",
sz.002501,利源股份,2010-11-17,C32有色金属冶炼和压延加工业,https://www.liyuanlvye.com,"3,550,000,000","6,567,500,288",1.85,,25.0,-112.01%,-0.19,0.074,"23,806,231.65","7,558,187.09","52,850,240",-13%,"-719,363,896.9","64,842,065.64","17,796,271.26","-219,296,700.16","36,337,424.4","80,111,896.51",
sz.002507,涪陵榨菜,2010-11-23,C14食品制造业,https://www.flzc.com,"1,153,919,028","14,412,447,744",12.49,18.101448,1.6218672,8.73%,0.69,7.701,"3,271,612,176.8",,"933,464",51%,"799,346,652.13","439,718,910.54","10,620,309.4","816,944,577.91","-1,095,999,247.26","-347,039,719.19",1
sz.002508,老板电器,2010-11-23,C38电气机械和器材制造业,https://www.robam.com,"944,938,916","18,974,373,888",20.08,12.3950615,1.6625268,13.53%,1.62,12.078,"1,631,776,094.27","93,239,299.06","107,926,688",50%,"1,555,500,041.43","3,952,064,424.45","413,659,448.81","1,660,251,710.71","-637,226,945.9","-1,383,023,685.48",1
sz.002510,天汽模,2010-11-25,C36汽车制造业,https://www.tqm.com.cn,"1,015,138,708","7,166,879,232",7.06,141.2,2.8675873,2.24%,0.05,2.462,"697,784,491.71","453,600,906.19","1,625,033,472",15%,"83,387,935.43","249,822,240.33","91,604,928.42","150,947,140.6","-93,790,598.95","-84,811,069.98",0
sz.002511,中顺洁柔,2010-11-25,C22造纸和纸制品业,https://zsjr.com/,"1,286,377,813","10,741,255,168",8.35,41.75,2.0301485,4.67%,0.2,4.113,"1,580,864,155.03","1,347,975,541.12","1,570,068,352",31%,"76,056,254.13","2,401,509,217.45","219,521,258.04","-349,311,812.21","-434,501,153.71","201,477,873.84",0
sz.002512,ST达华,2010-12-03,C39计算机、通信和其他电子设备制造业,https://www.twh.com.cn,"1,112,496,632","4,405,486,592",3.96,,11.18644,-31.51%,-0.12,0.354,"106,497,019.41","47,764,883.06","326,771,104",11%,"-25,855,152.84","270,128,069.86","97,633,463.98","-8,586,107.34","-90,912,377.44","-75,632,243.15",
sz.002513,蓝丰生化,2010-12-03,C38电气机械和器材制造业,https://www.jslanfeng.com,"375,593,978","2,403,801,600",6.4,,-160.0,-190.00%,-0.38,-0.04,"408,134,587.28","169,145,079.5","713,437,248",-2%,"-353,227,986.72","197,725,019.61","68,680,051.26","106,181,646.18","-222,585,313.4","157,612,105.39",
sz.002514,宝馨科技,2010-12-03,C33金属制品业,https://www.boamax.com,"720,034,264","3,384,160,768",4.7,,27.485378,-108.36%,-0.91,0.171,"51,546,819.84","372,071,993.11","467,937,024",-4%,"-767,289,186.14","141,446,912.05","18,518,969.37","80,675,368.09","-47,770,215.82","-64,694,458.24",
sz.002515,金字火腿,2010-12-03,C13农副食品加工业,https://www.jinzichina.com,"1,210,614,164","7,009,455,616",5.79,144.75,2.6855288,2.07%,0.04,2.156,"1,728,107,080.78",,0,22%,"61,591,889.73","62,995,539.83","5,511,871.62","169,089,427.77","-39,450,280.0","-24,562,283.28",0
sz.002516,旷达科技,2010-12-07,C17纺织业,https://www.kuangdacn.com/,"1,470,838,682","8,177,862,656",5.56,46.333332,2.1727238,4.95%,0.12,2.559,"312,389,539.29",,"78,709,512",22%,"160,301,873.4","228,300,190.23","64,684,577.57","215,751,952.63","-83,569,614.55","-105,115,482.8",0
sz.002519,银河电子,2010-12-07,C39计算机、通信和其他电子设备制造业,https://www.yinhe.com,"1,126,430,898","9,304,318,976",8.26,,4.04902,-31.62%,-0.77,2.04,"254,176,483.95",,0,-51%,"-687,791,004.13","207,731,306.76","97,104,729.59","-496,136,164.19","-28,737,453.63","-113,283,089.8",
sz.002520,日发精机,2010-12-10,C34通用设备制造业,https://www.rifapm.com,"750,245,171","4,208,875,520",5.61,,16.120691,-128.22%,-1.12,0.348,"326,635,086.93","478,888,013.6","657,027,136",17%,"-674,872,881.47","412,653,484.22","59,381,343.0","334,346,110.69","-69,891,598.43","-277,001,926.17",
sz.002521,齐峰新材,2010-12-10,C22造纸和纸制品业,https://www.qifeng.cn,"560,061,050","4,446,884,864",7.94,44.11111,1.141789,2.89%,0.18,6.954,"798,997,158.06","577,514,889.45","609,863,296",10%,"113,915,193.67","201,630,214.33","116,911,000.13","177,648,103.06","-83,173,243.68","175,983,010.68",0
sz.002522,浙江众成,2010-12-10,C29橡胶和塑料制品业,https://www.zjzhongda.com,"905,779,387","5,162,942,464",5.7,71.25,2.2370484,1.52%,0.08,2.548,"638,735,736.1","363,656,829.61","946,744,000",16%,"19,853,441.15","203,771,375.31","69,813,603.06","258,485,439.19","-129,400,110.34","-114,101,083.02",0
sz.002523,天桥起重,2010-12-10,C34通用设备制造业,https://www.tqcc.cn,"1,416,640,800","5,723,228,672",4.04,50.5,2.2850678,3.83%,0.08,1.768,"904,773,950.94","87,729,472.4","80,756,040",25%,"26,479,695.72","332,176,289.12","100,605,008.18","337,936,775.6","-132,345,957.72","-199,246,447.78",0
sz.002524,光正眼科,2010-12-17,Q84卫生,https://www.gzjt.cc,"515,331,574","2,288,072,192",4.44,,19.473684,-76.57%,-0.3,0.228,"67,688,828.82","272,999,400.81","800,150,592",37%,"-174,976,762.57","329,500,861.12","3,580,360.61","69,073,402.45","19,254,588.56","-91,898,903.81",
sz.002526,山东矿机,2010-12-17,C35专用设备制造业,https://www.sdkjjt.com/,"1,782,793,836","6,525,025,792",3.66,61.000004,2.0232172,3.89%,0.06,1.809,"655,913,138.34","303,624,066.67","311,470,976",21%,"123,585,156.85","345,501,467.48","66,212,320.89","182,930,233.21","51,276,395.44","-116,792,910.18",0
sz.002527,新时达,2010-12-24,C34通用设备制造业,https://www.stepelectric.com,"663,061,291","8,957,958,144",13.51,,7.1595125,-17.58%,-0.37,1.887,"615,626,656.38","310,609,613.78","926,808,256",17%,"-288,049,909.03","576,274,032.69","203,226,480.55","111,186,560.92","-71,974,869.95","-112,780,860.2",
sz.002528,ST英飞拓,2010-12-24,C39计算机、通信和其他电子设备制造业,https://www.infinova.com.cn,"1,198,675,082","4,315,230,208",3.6,,42.857143,-170.58%,-0.33,0.084,"185,396,131.24","266,518,719.48","706,340,800",28%,"-404,458,677.45","420,944,005.34","89,583,947.85","30,871,917.27","-20,203,715.51","-138,376,248.44",
sz.002529,*ST海源,2010-12-24,C34通用设备制造业,https://www.haiyuan-group.com,"260,000,000","1,809,600,000",6.96,,9.354838,-69.20%,-0.8,0.744,"13,528,488.58","74,384,522.21","165,651,888",-9%,"-159,879,143.36","77,259,611.01","17,716,424.93","-29,973,933.59","13,833,428.11","-8,879,955.1",
sz.002530,金财互联,2010-12-31,C33金属制品业,https://www.fengdong.com,"779,198,175","6,786,816,512",8.71,108.875,5.1235294,4.76%,0.08,1.7,"305,606,698.89","77,841,295.28","177,599,440",27%,"11,492,319.87","312,833,067.3","95,936,595.08","61,693,650.83","-175,941,788.03","3,782,273.97",0
