code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,interest_bearing_debt,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow,value_lt_15
sz.300584,海辰药业,2017-01-12,C27医药制造业,https://www.hicin.cn,"120,000,000","5,421,600,256",45.18,122.10811,5.196687,4.25%,0.37,8.694,"45,758,717.83","230,261,895.3","297,337,536",83%,"40,162,971.25","359,432,887.92","40,275,869.51","59,960,141.82","-77,927,614.84","16,912,790.93",0
sz.300585,奥联电子,2016-12-29,C36汽车制造业,https://www.njaolian.com,"171,111,111","2,597,466,624",15.18,,3.645533,-0.71%,-0.02,4.164,"80,706,801.98",0.0,"8,356,235",23%,"-11,446,606.2","112,221,841.39","44,088,360.01","27,375,199.81","-6,189,585.41","-21,256,577.79",
sz.300586,美联新材,2017-01-04,C26化学原料和化学制品制造业,https://www.malion.cn,"711,216,645","6,635,651,072",9.33,,3.5381114,-3.04%,-0.05,2.637,"331,496,903.71","284,891,483.74","895,570,944",14%,"38,560,401.54","165,902,234.72","66,025,600.43","179,813,711.25","-264,847,129.36","25,081,984.15",0
sz.300587,天铁科技,2017-01-05,C29橡胶和塑料制品业,https://www.tiantiebuilding.com,"1,298,268,797","7,465,045,504",5.75,,3.114843,-2.28%,-0.06,1.846,"219,511,086.11","630,754,159.21","2,097,472,768",23%,"11,556,065.08","424,782,117.28","75,448,321.71","-139,640,078.49","-416,184,290.53","563,252,230.05",0
sz.300588,熙菱信息,2017-01-05,I65软件和信息技术服务业,https://www.sit.com.cn,"191,471,030","4,660,404,736",24.34,,16.879333,-23.28%,-0.4,1.442,"241,066,029.19",,"66,245,916",37%,"-60,552,546.21","104,554,989.01","15,377,229.61","-24,651,529.88","-6,925,379.1","-11,046,629.07",
sz.300589,江龙船艇,2017-01-13,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.jianglong.cn,"377,667,996","6,076,678,144",16.09,,7.728146,-6.14%,-0.13,2.082,"311,254,858.39","78,364,698.33","237,077,696",8%,"11,247,815.91","125,159,854.59","54,690,804.08","-340,763,474.74","-98,262,941.58","74,863,750.72",0
sz.300590,移为通信,2017-01-11,C39计算机、通信和其他电子设备制造业,https://www.queclink.com,"459,917,538","5,164,873,728",11.23,59.105263,2.8152418,4.71%,0.19,3.989,"537,379,838.93",,"7,951,127",42%,"158,610,043.82","247,029,307.13","125,325,366.7","292,975,530.18","-144,409,838.84","-70,429,296.41",0
sz.300591,万里马,2017-01-10,C19皮革、毛皮、羽毛及其制品和制鞋业,https://www.wanlima.com.cn,"405,673,777","2,908,681,216",7.17,,11.453674,-49.09%,-0.44,0.626,"158,476,718.5","139,890,144.16","155,336,768",14%,"-175,552,654.46","155,290,455.28","30,206,773.6","78,441,833.07","-12,879,225.36","-55,798,026.69",
sz.300592,华凯易佰,2017-01-20,F52零售业,https://www.huakai.net,"404,361,469","4,735,072,768",11.71,167.28572,1.9631182,1.06%,0.07,5.965,"404,163,854.16","121,831,100.49","592,825,536",34%,"167,004,651.79","2,767,408,114.19","66,238,726.02","-329,589,797.93","-302,475,882.4","515,268,075.14",0
sz.300593,新雷能,2017-01-13,C38电气机械和器材制造业,https://www.xinleineng.com,"542,498,469","12,406,940,672",22.87,,5.170699,-16.45%,-0.85,4.423,"627,730,782.83","253,477,070.63","1,290,662,528",40%,"-514,048,055.83","562,373,395.28","390,184,614.24","-30,417,727.23","-260,194,086.9","114,875,543.46",
sz.300594,朗进科技,2019-06-21,C37铁路、船舶、航空航天和其他运输设备制造业,https://longertek.com,"91,873,450","2,636,768,000",28.7,,3.1913712,-5.66%,-0.51,8.993,"170,715,831.53","375,168,762.14","432,896,480",20%,"-78,501,215.31","217,933,655.02","61,231,973.64","-101,727,138.5","36,729,581.09","143,653,873.14",
sz.300595,欧普康视,2017-01-17,C35专用设备制造业,https://www.orthok.cn,"895,289,123","12,910,069,760",14.42,26.218182,2.6123188,10.19%,0.55,5.52,"758,365,298.49","17,057,242.9","291,472,000",73%,"621,788,728.65","616,242,642.29","42,277,748.21","684,906,247.55","-693,658,166.01","-290,481,562.27",0
sz.300596,利安隆,2017-01-19,C26化学原料和化学制品制造业,https://www.rianlon.com,"229,619,667","9,719,800,832",42.33,19.24091,2.0390174,10.08%,2.2,20.76,"1,067,577,159.35","859,998,662.5","3,499,345,152",21%,"414,197,726.49","627,930,262.8","247,200,526.53","463,608,270.29","-528,391,873.52","32,060,275.58",0
sz.300597,吉大通信,2017-01-23,I65软件和信息技术服务业,https://www.jlucdi.com,"272,570,030","2,477,661,440",9.09,,2.5663466,-3.15%,-0.12,3.542,"334,593,210.9","271,889,140.08","362,814,400",23%,"5,133,056.67","100,676,264.18","20,413,573.64","-78,030,965.57","-10,048,216.28","46,765,948.26",0
sz.300598,诚迈科技,2017-01-20,I65软件和信息技术服务业,https://www.archermind.com,"216,981,741","8,073,890,304",37.21,,5.431324,-8.14%,-0.52,6.851,"723,211,623.27","588,520,977.48","863,864,192",15%,"-136,008,131.73","303,165,462.26","153,180,610.06","-135,790,576.26","31,798,797.55","-33,061,327.68",
sz.300599,雄塑科技,2017-01-23,C29橡胶和塑料制品业,https://www.xiongsu.cn,"358,131,567","3,366,436,352",9.4,,1.6572638,-4.18%,-0.24,5.672,"640,009,819.62","68,164,499.3","44,560,756",10%,"-110,664,994.67","164,495,493.57","26,240,944.07","70,010,804.56","-183,901,790.58","-116,145,064.54",
sz.300600,国瑞科技,2017-01-25,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.cs-grkj.com,"294,234,480","3,660,276,992",12.44,,2.9968681,-4.97%,-0.18,4.151,"229,017,179.61","24,191,271.77","4,842,989",29%,"-39,372,636.64","94,200,790.54","23,096,257.33","644,432.49","-33,208,177.96","52,918,333.91",
sz.300601,康泰生物,2017-02-07,C27医药制造业,https://www.biokangtai.com,"1,116,929,755","15,547,662,336",13.92,,1.6178522,-1.04%,-0.09,8.604,"432,840,378.47","34,102,910.54","1,870,883,584",82%,"201,553,722.8","1,699,553,226.05","508,122,984.22","603,249,704.83","-556,687,599.38","-800,757,917.77",0
sz.300602,飞荣达,2017-01-26,C39计算机、通信和其他电子设备制造业,https://www.frd.cn,"581,863,431","17,642,098,688",30.32,50.53333,4.444444,8.62%,0.6,6.822,"1,181,407,123.99","669,828,229.08","1,435,468,800",19%,"173,239,836.31","614,063,505.32","263,156,029.73","352,031,680.29","-248,819,496.92","-180,360,874.42",0
sz.300603,立昂技术,2017-01-26,I65软件和信息技术服务业,https://www.leon.top,"464,798,231","5,340,531,712",11.49,,3.7684486,-2.90%,-0.08,3.049,"360,764,483.63","133,182,222.38","179,004,400",11%,"21,663,823.54","136,844,174.63","27,326,403.3","23,935,650.93","-117,524,119.95","-104,330,329.47",0
sz.300605,恒锋信息,2017-02-08,I65软件和信息技术服务业,https://www.i-hengfeng.com,"165,139,044","2,351,579,904",14.24,,4.676519,-10.47%,-0.32,3.045,"93,204,656.36","237,193,640.0","407,422,016",19%,"-89,724,120.21","83,599,322.78","27,513,699.24","-59,424,848.67","-23,385,938.12","30,393,546.98",
sz.300606,金太阳,2017-02-08,C30非金属矿物制品业,https://www.chinagoldensun.cn,"138,347,826","4,983,288,832",36.02,,7.3826604,-1.99%,-0.12,4.879,"147,593,982.86","145,380,537.24","288,774,400",23%,"-16,287,723.99","86,079,438.6","30,506,025.44","53,992,571.76","-144,787,008.0","140,034,593.93",
sz.300607,拓斯达,2017-02-09,C34通用设备制造业,https://www.topstarltd.com,"476,972,412","12,076,941,312",25.32,,4.1997013,-7.17%,-0.49,6.029,"822,130,270.84","361,926,429.36","712,003,264",15%,"-238,952,536.44","482,548,359.3","109,173,798.83","109,271,103.33","-322,285,639.69","-42,732,733.25",
sz.300608,思特奇,2017-02-13,I65软件和信息技术服务业,https://www.si-tech.com.cn,"331,239,674","3,663,511,040",11.06,,2.6624942,-5.53%,-0.21,4.154,"383,645,368.65","421,685,719.68","743,760,960",29%,"-53,812,309.24","236,347,734.84","66,036,484.12","-124,337,123.87","-123,429,090.46","-63,278,796.1",
sz.300609,汇纳科技,2017-02-15,I65软件和信息技术服务业,https://www.winnerinf.com,"120,114,387","4,070,676,480",33.89,,4.084609,-1.63%,-0.18,8.297,"275,341,043.81","10,373,221.0","63,985,736",51%,"-25,587,703.15","193,025,778.66","43,676,725.32","40,666,158.87","-35,052,630.32","-57,062,245.86",
sz.300610,晨化股份,2017-02-13,C26化学原料和化学制品制造业,https://www.yzch.cc,"215,007,980","2,442,490,624",11.36,34.42424,2.1269424,5.97%,0.33,5.341,"55,648,579.88","55,100,073.33","139,396,080",20%,"82,018,470.13","114,336,553.17","41,687,122.59","131,150,442.92","-279,480,078.81","4,415,075.5",0
sz.300611,美力科技,2017-02-20,C36汽车制造业,https://www.china-springs.com,"211,074,680","6,319,576,064",29.94,43.391304,5.142563,11.88%,0.69,5.822,"192,932,077.4","255,979,927.78","660,466,816",21%,"104,558,514.25","187,266,245.33","67,687,715.38","133,564,852.69","-116,170,995.67","-55,041,847.62",0
sz.300612,宣亚国际,2017-02-15,L72商务服务业,https://www.shunyagroup.com,"180,454,496","2,674,335,488",14.82,,5.365677,-6.56%,-0.18,2.762,"120,859,181.68","30,532,380.56","49,302,936",21%,"-36,038,678.13","149,076,684.04","5,517,452.78","-55,746,370.61","-38,285,774.8","158,341,902.49",
sz.300613,富瀚微,2017-02-20,I65软件和信息技术服务业,https://www.fullhan.com,"232,804,819","9,465,843,712",40.66,60.686565,3.4016564,4.05%,0.67,11.953,"1,746,377,677.92","85,839,917.68","703,372,160",38%,"231,960,085.64","436,542,416.78","349,898,350.39","283,565,380.14","-112,935,447.29","-106,281,837.48",0
sz.300614,百川畅银,2021-05-25,N77生态保护和环境治理业,https://www.bccynewpower.com/home,"160,440,679","2,162,740,224",13.48,,1.7706554,-22.81%,-1.78,7.613,"63,370,988.51","291,023,581.1","703,846,720",17%,"-305,114,864.74","120,551,982.11","5,778,574.01","59,522,288.25","-157,814,620.63","-38,935,815.27",
sz.300615,欣天科技,2017-02-15,C39计算机、通信和其他电子设备制造业,https://www.xdc-industries.com,"193,229,200","2,772,839,168",14.35,205.0,5.204933,2.47%,0.07,2.757,"49,491,969.12","2,561,657.79","59,858,200",22%,"-18,332,684.62","86,434,412.78","25,822,310.7","-941,224.29","-33,446,965.9","-28,721,764.43",
sz.300616,尚品宅配,2017-03-07,C21家具制造业,https://www.spzp.com,"224,515,980","2,745,830,400",12.23,,0.8096657,-5.42%,-0.95,15.105,"1,879,476,868.29","1,500,653,566.05","2,010,065,024",33%,"-214,955,220.74","1,384,119,272.75","202,035,358.32","342,509,511.42","-1,082,663,088.71","94,327,105.8",
sz.300617,安靠智电,2017-02-28,C38电气机械和器材制造业,https://www.ankura.com.cn,"165,707,664","9,791,666,176",59.09,79.85135,3.2504537,4.29%,0.74,18.179,"211,314,545.13","57,000,000.0","179,138,240",34%,"185,678,301.4","156,220,657.72","56,632,357.88","173,901,054.29","-78,610,944.71","-72,239,942.55",0
sz.300618,寒锐钴业,2017-03-06,C32有色金属冶炼和压延加工业,https://www.hrcobalt.com,"309,697,091","13,378,914,304",43.2,49.09091,2.3889842,4.68%,0.88,18.083,"1,928,356,356.39","560,360,681.48","1,834,208,384",16%,"228,982,218.63","490,297,808.44","95,550,277.35","571,127,283.77","-404,734,201.69","-79,751,571.91",0
sz.300619,金银河,2017-03-01,C35专用设备制造业,https://www.goldenyh.com,"173,999,658","7,267,965,952",41.77,,4.607324,-4.12%,-0.34,9.066,"539,283,503.28","1,212,851,600.56","1,724,603,264",16%,"-91,019,908.52","218,262,178.53","89,294,193.17","-460,308,350.87","-299,459,053.95","207,337,034.46",
sz.300621,维业股份,2017-03-16,E50建筑装饰、装修和其他建筑业,https://www.szweiye.com,"208,056,700","1,699,823,232",8.17,,1.9762943,-1.71%,-0.07,4.134,"1,978,765,779.25","706,815,666.96","1,140,253,696",6%,"8,261,304.39","315,746,076.9","79,826,515.7","310,732,976.7","-15,580,981.32","-65,452,061.43",0
sz.300622,博士眼镜,2017-03-15,F52零售业,https://www.doctorglasses.com.cn,"227,854,160","5,331,787,264",23.4,49.787235,6.2869425,13.25%,0.47,3.722,"199,335,621.73","83,134,980.72","203,438,048",62%,"101,317,372.0","597,507,299.21","3,079,829.31","275,514,887.24","-111,194,597.57","-160,077,544.39",0
sz.300624,万兴科技,2018-01-18,I65软件和信息技术服务业,https://www.wondershare.cn,"193,336,324","13,282,204,672",68.7,,11.848913,-17.72%,-1.14,5.798,"431,119,748.66",,"236,298,784",93%,"-157,420,052.06","1,446,409,529.55","442,366,797.33","33,319,546.12","-107,093,024.59","-15,952,973.11",
sz.300625,三雄极光,2017-03-17,C38电气机械和器材制造业,https://www.pak.com.cn,"279,331,000","3,181,580,288",11.39,,1.6008434,-1.16%,-0.09,7.115,"476,956,783.65","52,000,000.0","34,136,664",33%,"48,086,931.27","575,981,199.37","63,005,947.37","205,576,205.81","120,342,900.07","-156,564,581.92",0
sz.300626,华瑞股份,2017-03-20,C38电气机械和器材制造业,https://www.china-commutator.com,"180,000,000","3,675,600,128",20.42,,6.947942,-1.17%,-0.04,2.939,"68,299,677.06","182,050,898.75","176,182,032",18%,"-3,268,056.91","80,368,375.3","32,169,965.61","26,720,094.36","-6,612,438.78","1,504,891.8",
sz.300629,新劲刚,2017-03-24,C39计算机、通信和其他电子设备制造业,https://www.king-strong.com,"251,423,424","5,624,342,016",22.37,186.41667,3.2877722,1.76%,0.12,6.804,"254,256,487.75",0.0,"80,243,440",64%,"128,848,940.29","103,645,407.16","47,786,715.0","-34,460,090.08","-41,189,138.89","7,113,144.05",0
sz.300631,久吾高科,2017-03-23,C35专用设备制造业,https://www.jiuwu.com,"125,043,424","3,373,671,424",26.98,40.268654,2.532382,6.46%,0.67,10.654,"318,361,148.98","40,065,156.02","109,543,744",41%,"53,029,851.95","167,887,034.34","56,228,737.73","93,991,028.56","36,839,343.07","-32,865,801.13",0
sz.300632,光莆股份,2017-04-06,C38电气机械和器材制造业,https://www.goproled.com,"305,181,620","4,260,335,616",13.96,174.5,2.2057197,1.17%,0.08,6.329,"901,172,282.97","211,037,297.58","568,484,096",30%,"49,369,372.4","212,168,585.41","64,132,948.89","76,541,973.7","414,583,938.42","-240,463,803.07",0
sz.300633,开立医疗,2017-04-06,C35专用设备制造业,https://www.sonoscape.com,"432,712,405","10,666,360,832",24.65,154.0625,3.3967204,2.15%,0.16,7.257,"1,571,009,392.49","262,207,517.28","306,089,312",64%,"142,397,376.09","1,086,405,020.29","472,932,714.77","306,658,255.38","-591,137,560.71","82,237,108.63",0
sz.300634,彩讯股份,2018-03-23,I65软件和信息技术服务业,https://www.richinfo.cn,"451,210,900","10,657,602,560",23.62,46.31373,3.6332874,7.67%,0.51,6.501,"1,056,003,255.56","103,036,977.24","44,640,540",39%,"213,829,775.03","419,334,062.36","314,294,012.77","33,597,981.72","-82,681,197.1","-79,156,674.84",0
sz.300635,中达安,2017-03-31,M74专业技术服务业,https://www.sino-daan.com,"140,014,000","1,912,591,232",13.66,,5.0724096,-11.60%,-0.37,2.693,"182,707,598.32","126,736,733.42","429,977,504",17%,"-48,255,855.83","155,686,318.29","52,969,197.95","-71,770,266.48","-4,811,441.41","117,983,055.21",
sz.300636,同和药业,2017-03-31,C27医药制造业,https://www.jxsynergy.com,"419,951,495","3,326,015,744",7.92,36.0,1.4000354,4.03%,0.22,5.657,"176,384,468.01","300,799,776.66","583,167,296",33%,"106,584,102.17","127,669,827.44","59,447,007.04","285,189,694.39","-505,652,933.22","-110,973,754.17",0
sz.300637,扬帆新材,2017-04-12,C26化学原料和化学制品制造业,https://www.zjyfxc.com,"234,750,130","2,619,811,328",11.16,223.2,3.5746317,1.66%,0.05,3.122,"143,293,538.56","291,770,266.79","441,349,440",14%,"-46,042,709.56","110,938,463.46","40,418,067.68","32,331,642.81","11,881,631.06","-21,589,618.43",
sz.300639,凯普生物,2017-04-12,C27医药制造业,https://www.hybribio.cn,"646,500,674","4,137,604,352",6.4,,1.0457517,-17.78%,-0.81,6.12,"712,357,379.26","21,627,740.3","106,260,296",48%,"-950,350,169.79","572,743,283.14","85,637,867.59","78,778,451.51","-110,349,736.68","-75,268,550.05",
sz.300640,德艺文创,2017-04-17,C24文教、工美、体育和娱乐用品制造业,https://www.profit-cc.com,"310,993,427","2,264,032,256",7.28,182.00002,2.7860699,1.47%,0.04,2.613,"56,269,334.08","30,020,915.07","195,000,000",16%,"9,096,896.73","124,865,223.19","25,620,890.98","-21,074,767.69","-90,474,541.95","7,278,287.78",0
sz.300641,正丹股份,2017-04-18,C26化学原料和化学制品制造业,https://www.zhengdanchem.com,"525,544,810","11,173,082,112",21.26,10.846939,3.535085,35.82%,1.96,6.014,"1,352,387,139.84","130,211,261.11","2,177,707",41%,"1,189,883,845.16","70,652,411.86","20,587,972.97","891,552,129.93","164,502,283.8","-264,277,012.72",1
sz.300642,透景生命,2017-04-21,C27医药制造业,https://www.tellgen.com,"162,544,041","2,717,736,448",16.72,167.2,1.8169963,0.75%,0.1,9.202,"308,738,859.31","5,993,515.26","386,017,088",66%,"28,376,746.48","224,894,943.93","65,722,373.17","164,624,406.1","-286,854,966.37","39,034,125.17",0
sz.300643,万通智控,2017-05-05,C36汽车制造业,https://www.hamaton.com,"231,253,546","3,836,496,384",16.59,23.041666,3.021858,13.94%,0.72,5.49,"254,026,151.62","32,914.96","8,370,008",35%,"125,403,409.97","228,830,682.06","46,569,659.19","172,228,279.79","-82,955,741.66","-86,972,828.18",0
sz.300644,南京聚隆,2018-02-06,C29橡胶和塑料制品业,https://www.njjulong.cn,"110,644,111","3,171,060,224",28.66,24.288137,2.996654,13.09%,1.18,9.564,"142,666,130.78","265,039,000.93","545,553,152",15%,"87,096,147.28","216,006,098.36","95,635,616.74","123,379,072.05","-14,831,446.13","-83,673,296.14",0
sz.300645,正元智慧,2017-04-21,I65软件和信息技术服务业,https://www.hzsun.com,"142,106,470","2,378,862,080",16.74,239.14285,2.129229,2.47%,0.07,7.862,"427,092,915.74","579,281,256.08","1,116,634,624",43%,"34,811,932.81","415,197,437.34","154,982,175.64","192,895,017.46","-340,084,043.68","25,454,004.0",0
sz.300647,超频三,2017-05-03,C39计算机、通信和其他电子设备制造业,https://www.cps-groups.cn,"457,321,024","2,807,951,104",6.14,,4.9041533,-42.40%,-0.81,1.252,"185,503,584.23","585,683,888.96","1,084,212,224",15%,"-396,840,470.26","173,588,917.36","66,974,151.99","-1,841,089.81","-109,074,085.03","-26,403,856.28",
sz.300648,星云股份,2017-04-25,C35专用设备制造业,https://www.e-nebula.com,"174,281,400","9,161,973,760",52.57,,6.7276683,-6.48%,-0.45,7.814,"133,060,368.78","638,673,351.5","650,702,720",33%,"-83,676,471.01","334,669,415.29","157,559,029.64","139,816,676.77","-34,296,605.91","-176,339,859.26",
sz.300649,杭州园林,2017-05-05,M74专业技术服务业,https://www.hzyly.com,"132,416,609","1,900,178,432",14.35,,3.8013246,-2.74%,-0.1,3.775,"195,406,810.69",,"56,036,792",8%,"-38,537,601.35","59,781,410.77","15,040,964.46","71,768,544.79","-2,037,453.7","-8,779,282.29",
sz.300650,太龙股份,2017-05-03,F51批发业,https://www.tecnon.net,"241,402,672","3,650,008,320",15.12,60.48,2.594372,4.51%,0.25,5.828,"497,304,079.76","126,420,664.64","414,244,384",9%,"51,495,980.37","144,132,777.91","33,653,925.2","385,652,465.67","-8,943,176.39","-130,262,593.46",0
sz.300651,金陵体育,2017-05-09,C24文教、工美、体育和娱乐用品制造业,https://www.jlsports.com,"141,209,688","4,038,597,376",28.6,92.258064,3.7317328,3.79%,0.31,7.664,"210,092,492.74",,"2,036,589",30%,"22,917,028.35","88,650,075.49","16,163,872.23","43,971,574.21","-49,253,001.1","-24,290,270.31",0
sz.300652,雷迪克,2017-05-16,C36汽车制造业,https://www.radical.cn,"133,390,572","5,529,039,360",41.45,40.637257,3.6545584,11.22%,1.02,11.342,"282,634,682.48","10,010,008.25","118,411,288",32%,"120,167,987.22","105,323,476.66","33,649,441.73","52,303,701.68","-76,189,378.89","-77,635,982.83",0
